graph_id,num_nodes,num_edges,density,avg_degree,min_degree,max_degree,avg_clustering,avg_degree_centrality,max_degree_centrality,diameter,avg_shortest_path,Combinatorial features 
ranked_0_enzyme_mimicB1-501EN243e,335,1515,0.0270801680221646,9.04477611940299,2,17,0.568979321819532,0.0270801680221646,0.0508982035928144,19,6.57456430422737,
ranked_0_enzyme_mimicB1-501EN138e,331,1637,0.0299734505172572,9.89123867069486,2,19,0.550840271504737,0.0299734505172572,0.0575757575757576,16,5.11798956330678,
ranked_0_enzyme_mimicB1-501EN119a,328,1491,0.0278026404117252,9.09146341463415,3,16,0.590475733615977,0.0278026404117252,0.0489296636085627,19,6.80696651003207,
ranked_0_enzyme_mimicB1-501EN349d,320,1588,0.0311128526645768,9.925,2,19,0.541855314824065,0.0311128526645768,0.0595611285266458,10,4.85862068965517,
ranked_0_enzyme_mimicB1-501EN152d,324,1668,0.0318770783167068,10.2962962962963,2,20,0.537868462175451,0.0318770783167068,0.0619195046439629,10,4.73957497228911,
ranked_0_enzyme_mimicB1-501EN213a,313,1585,0.0324608830998607,10.1277955271566,2,18,0.540305932243538,0.0324608830998607,0.0576923076923077,12,5.0127385926108,
ranked_0_enzyme_mimicB1-501EN221a,329,1597,0.0295981911186893,9.70820668693009,4,16,0.544278534704066,0.0295981911186893,0.0487804878048781,11,4.92134331677663,
ranked_0_enzyme_mimicB1-501EN2c,336,1721,0.0305792466240227,10.2440476190476,2,18,0.534853013174967,0.0305792466240227,0.0537313432835821,11,4.89799218194741,
ranked_0_enzyme_mimicB1-501EN144d,333,1620,0.0293064148485835,9.72972972972973,2,18,0.554342416107122,0.0293064148485835,0.0542168674698795,11,5.08527804913347,
ranked_0_enzyme_mimicB1-501EN281c,328,1569,0.0292571044976505,9.56707317073171,2,18,0.542229396520106,0.0292571044976505,0.055045871559633,13,5.16799060192437,
ranked_0_enzyme_mimicB1-501EN361b,333,1552,0.0280762690401245,9.32132132132132,2,20,0.566960873436621,0.0280762690401245,0.0602409638554217,19,6.28562900249647,
ranked_0_enzyme_mimicB1-501EN211e,327,1696,0.0318192904448322,10.3730886850153,2,19,0.536797978696607,0.0318192904448322,0.0582822085889571,10,4.71385152248551,
ranked_0_enzyme_mimicB1-501EN41e,333,1609,0.0291074206736857,9.66366366366366,4,18,0.563435822749548,0.0291074206736857,0.0542168674698795,13,5.36515431093744,
ranked_0_enzyme_mimicB1-501EN145d,340,1763,0.0305917057088322,10.3705882352941,4,19,0.542798593052873,0.0305917057088322,0.056047197640118,11,4.83256984209613,
ranked_0_enzyme_mimicB1-501EN123b,323,1593,0.030632848104917,9.86377708978328,2,17,0.545190697321457,0.030632848104917,0.0527950310559006,11,5.00617272080457,
ranked_0_enzyme_mimicB1-501EN106e,334,1566,0.0281598964233695,9.37724550898204,4,16,0.566579785816313,0.0281598964233695,0.0480480480480481,12,5.6427505349661,
ranked_0_enzyme_mimicB1-501EN228e,331,1690,0.0309438798864781,10.2114803625378,3,20,0.537653064777455,0.0309438798864781,0.0606060606060606,11,4.81481278037169,
ranked_0_enzyme_mimicB1-501EN400a,333,1532,0.0277144614494012,9.2012012012012,2,16,0.553010236343569,0.0277144614494012,0.0481927710843374,27,6.65651796374688,
ranked_0_enzyme_mimicB1-501EN380c,340,1694,0.0293944126323096,9.96470588235294,4,17,0.537783746434265,0.0293944126323096,0.0501474926253687,12,4.95481520041645,
ranked_0_enzyme_mimicB1-501EN156c,332,1637,0.0297928875623339,9.86144578313253,2,19,0.540014556565901,0.0297928875623339,0.0574018126888218,11,4.91917519018673,
ranked_0_enzyme_mimicB1-501EN189c,331,1607,0.0294241508743019,9.70996978851964,2,19,0.540883938217284,0.0294241508743019,0.0575757575757576,15,5.28541609447954,
ranked_0_enzyme_mimicB1-501EN188b,327,1595,0.0299243916624454,9.75535168195719,2,19,0.537333864755258,0.0299243916624454,0.0582822085889571,12,4.87176600814244,
ranked_0_enzyme_mimicB1-501EN399b,321,1582,0.0308021806853583,9.85669781931464,3,17,0.54585610671372,0.0308021806853583,0.053125,11,4.97019080996885,
ranked_0_enzyme_mimicB1-501EN311a,331,1646,0.0301382404101437,9.94561933534743,2,19,0.527583282561629,0.0301382404101437,0.0575757575757576,10,4.73761787054838,
ranked_0_enzyme_mimicB1-501EN336e,338,1754,0.0307973241093533,10.3786982248521,2,17,0.541445318903551,0.0307973241093533,0.0504451038575668,11,4.80022123505347,
ranked_0_enzyme_mimicB1-501EN171e,345,1786,0.030097741826761,10.3536231884058,4,18,0.539516465347668,0.030097741826761,0.0523255813953488,11,4.85091001011122,
ranked_0_enzyme_mimicB1-501EN391d,315,1512,0.0305732484076433,9.6,4,18,0.571908782160883,0.0305732484076433,0.0573248407643312,13,5.46205641492266,
ranked_0_enzyme_mimicB1-501EN277b,333,1541,0.0278772748652267,9.25525525525526,3,18,0.570522806797316,0.0278772748652267,0.0542168674698795,15,6.17489778935562,
ranked_0_enzyme_mimicB1-501EN203d,327,1523,0.0285735727284666,9.31498470948012,4,19,0.577865670311064,0.0285735727284666,0.0582822085889571,22,6.66107577718992,
ranked_0_enzyme_mimicB1-501EN380a,340,1595,0.0276765573486032,9.38235294117647,2,18,0.570753712838487,0.0276765573486032,0.0530973451327434,15,5.89031754294638,
ranked_0_enzyme_mimicB1-501EN330e,327,1554,0.0291551753250408,9.5045871559633,2,18,0.549078835357842,0.0291551753250408,0.0552147239263804,15,5.48428734920546,
ranked_0_enzyme_mimicB1-501EN305a,325,1543,0.029306742640076,9.49538461538462,3,18,0.565969869245887,0.029306742640076,0.0555555555555556,13,5.59101614434948,
ranked_0_enzyme_mimicB1-501EN286c,326,1623,0.0306370929683813,9.95705521472393,4,20,0.537461916540579,0.0306370929683813,0.0615384615384615,11,4.92349221330816,
ranked_0_enzyme_mimicB1-501EN332c,322,1674,0.0323910141057642,10.3975155279503,2,19,0.53476385094585,0.0323910141057642,0.059190031152648,12,4.79445057177686,
ranked_0_enzyme_mimicB1-501EN11c,342,1659,0.0284508926274631,9.70175438596491,4,19,0.553839984786837,0.0284508926274631,0.0557184750733138,15,5.4424551113855,
ranked_0_enzyme_mimicB1-501EN207e,323,1545,0.0297098244332058,9.56656346749226,2,17,0.543687315436541,0.0297098244332058,0.0527950310559006,13,5.11083975924466,
ranked_0_enzyme_mimicB1-501EN190d,323,1479,0.0284406668846028,9.1578947368421,3,17,0.563871759778698,0.0284406668846028,0.0527950310559006,13,5.75001442224487,
ranked_0_enzyme_mimicB1-501EN269e,328,1529,0.0285112254792273,9.32317073170732,4,19,0.575533580720754,0.0285112254792273,0.0581039755351682,21,6.71665920787648,
ranked_0_enzyme_mimicB1-501EN40b,330,1576,0.0290319609468546,9.55151515151515,2,17,0.552328473665372,0.0290319609468546,0.0516717325227964,15,5.57500230266188,
ranked_0_enzyme_mimicB1-501EN128e,343,1719,0.0293079637870186,10.0233236151604,4,19,0.535550533423968,0.0293079637870186,0.0555555555555556,10,4.83751896748674,
ranked_0_enzyme_mimicB1-501EN91d,322,1641,0.0317524815696291,10.1925465838509,4,19,0.529248293040046,0.0317524815696291,0.059190031152648,11,4.84820340163697,
ranked_0_enzyme_mimicB1-501EN165a,328,1624,0.0302826881479824,9.90243902439024,4,16,0.543780381204161,0.0302826881479824,0.0489296636085627,13,5.15076079659879,
ranked_0_enzyme_mimicB1-501EN69c,330,1358,0.0250161186331399,8.23030303030303,3,15,0.570617093344366,0.0250161186331399,0.0455927051671732,18,7.55525467440361,
ranked_0_enzyme_mimicB1-501EN124e,330,1651,0.0304135580731325,10.0060606060606,4,18,0.553113942900039,0.0304135580731325,0.0547112462006079,16,5.52550428295109,
ranked_0_enzyme_mimicB1-501EN362a,337,1664,0.0293909848805991,9.87537091988131,2,18,0.550883107699306,0.0293909848805991,0.0535714285714286,14,5.14520630210541,
ranked_0_enzyme_mimicB1-501EN299b,333,1673,0.0302652049640001,10.048048048048,4,17,0.548522749012945,0.0302652049640001,0.0512048192771084,12,5.03936466587069,
ranked_0_enzyme_mimicB1-501EN300a,341,1715,0.0295842677246852,10.058651026393,4,18,0.528714048970216,0.0295842677246852,0.0529411764705882,10,4.77686734517854,
ranked_0_enzyme_mimicB1-501EN323b,321,1524,0.0296728971962617,9.49532710280374,2,19,0.548675392947838,0.0296728971962617,0.059375,16,5.89820872274143,
ranked_0_enzyme_mimicB1-501EN331b,333,1526,0.0276059191721842,9.16516516516517,2,17,0.571250993800013,0.0276059191721842,0.0512048192771084,15,5.83175947031369,
ranked_0_enzyme_mimicB1-501EN169e,330,1592,0.0293267016671272,9.64848484848485,2,17,0.56570929417186,0.0293267016671272,0.0516717325227964,14,5.3358938933407,
ranked_0_enzyme_mimicB1-501EN311c,331,1632,0.0298819005767646,9.86102719033233,2,17,0.534002717559675,0.0298819005767646,0.0515151515151515,11,4.95411516982514,
ranked_0_enzyme_mimicB1-501EN71d,319,1435,0.028292028942647,8.99686520376176,2,15,0.572495790520868,0.028292028942647,0.0471698113207547,20,6.49330651998186,
ranked_0_enzyme_mimicB1-501EN101b,329,1648,0.0305434057380087,10.0182370820669,3,19,0.539045446368274,0.0305434057380087,0.0579268292682927,10,4.79114463637038,
ranked_0_enzyme_mimicB1-501EN257a,330,1598,0.0294372294372294,9.68484848484849,2,19,0.54125379722903,0.0294372294372294,0.0577507598784195,15,5.71260937643916,
ranked_0_enzyme_mimicB1-501EN372a,349,1728,0.0284556861970161,9.9025787965616,2,18,0.534526288925413,0.0284556861970161,0.0517241379310345,12,4.96334354312815,
ranked_0_enzyme_mimicB1-501EN105e,328,1644,0.030655627657194,10.0243902439024,2,16,0.540886324041812,0.030655627657194,0.0489296636085627,11,4.86035280077571,
ranked_0_enzyme_mimicB1-501EN297b,324,1631,0.0311699728624393,10.0679012345679,2,17,0.548554636680998,0.0311699728624393,0.0526315789473684,15,5.66297825172954,
ranked_0_enzyme_mimicB1-501EN367b,332,1558,0.0283551122920686,9.3855421686747,5,16,0.551790779501623,0.0283551122920686,0.0483383685800604,12,5.23377497907036,
ranked_0_enzyme_mimicB1-501EN78d,324,1608,0.0307304208233001,9.92592592592593,3,17,0.545968489269143,0.0307304208233001,0.0526315789473684,11,4.88886977793067,
ranked_0_enzyme_mimicB1-501EN84a,326,1592,0.0300519112789051,9.76687116564417,2,19,0.548584508238063,0.0300519112789051,0.0584615384615385,19,5.4867956583294,
ranked_0_enzyme_mimicB1-501EN35e,330,1614,0.0297319701575021,9.78181818181818,4,18,0.560151391982942,0.0297319701575021,0.0547112462006079,13,5.45332964907433,
ranked_0_enzyme_mimicB1-501EN259a,324,1589,0.0303673126170546,9.80864197530864,2,18,0.547921880628852,0.0303673126170546,0.0557275541795666,11,4.89013110117341,
ranked_0_enzyme_mimicB1-501EN254d,332,1674,0.0304662759800531,10.0843373493976,2,16,0.532573459004182,0.0304662759800531,0.0483383685800604,11,4.83221708586612,
ranked_0_enzyme_mimicB1-501EN4e,325,1594,0.0302754036087369,9.80923076923077,4,17,0.556358260141065,0.0302754036087369,0.0524691358024691,16,5.81627730294397,
ranked_0_enzyme_mimicB1-501EN161c,333,1682,0.0304280183798256,10.1021021021021,4,19,0.537712651902538,0.0304280183798256,0.0572289156626506,10,4.84543579724303,
ranked_0_enzyme_mimicB1-501EN134c,323,1546,0.0297290540930331,9.57275541795666,2,17,0.56824851679614,0.0297290540930331,0.0527950310559006,18,5.60461896429052,
ranked_0_enzyme_mimicB1-501EN312a,338,1745,0.0306392990711639,10.3254437869823,4,19,0.548291283666007,0.0306392990711639,0.056379821958457,11,5.0850877038962,
ranked_0_enzyme_mimicB1-501EN48d,318,1329,0.026367478126302,8.35849056603774,4,14,0.597798044024459,0.026367478126302,0.0441640378548896,24,9.75443921988771,
ranked_0_enzyme_mimicB1-501EN81c,345,1675,0.0282271654870239,9.71014492753623,2,18,0.549842179228368,0.0282271654870239,0.0523255813953488,15,5.76489720256151,
ranked_0_enzyme_mimicB1-501EN212e,337,1632,0.0288257736328953,9.68545994065282,2,18,0.545079580530794,0.0288257736328953,0.0535714285714286,13,4.93113254203759,
ranked_0_enzyme_mimicB1-501EN114e,333,1654,0.0299214877528131,9.93393393393393,2,18,0.542540439109067,0.029921487752813,0.0542168674698795,12,5.01584717247368,
ranked_0_enzyme_mimicB1-501EN117e,328,1616,0.0301335123442978,9.85365853658537,2,18,0.544431675251259,0.0301335123442978,0.055045871559633,14,5.58324009845603,
ranked_0_enzyme_mimicB1-501EN398d,335,1509,0.0269729198319778,9.0089552238806,4,17,0.579102373092715,0.0269729198319778,0.0508982035928144,17,6.44363213870766,
ranked_0_enzyme_mimicB1-501EN165c,328,1522,0.0283806966510032,9.28048780487805,4,16,0.568111351724157,0.0283806966510032,0.0489296636085627,15,5.77731781904975,
ranked_0_enzyme_mimicB1-501EN207c,323,1611,0.0309789819818087,9.97523219814241,2,17,0.543136595895656,0.0309789819818087,0.0527950310559006,13,4.95386804607427,
ranked_0_enzyme_mimicB1-501EN258e,322,1525,0.0295079429577601,9.47204968944099,2,17,0.561874140555177,0.0295079429577601,0.0529595015576324,15,5.44677928058668,
ranked_0_enzyme_mimicB1-501EN324e,335,1432,0.025596568057914,8.54925373134328,2,16,0.588025034666826,0.025596568057914,0.0479041916167665,21,7.1542765215837,
ranked_0_enzyme_mimicB1-501EN369d,330,1519,0.0279819471308833,9.20606060606061,2,19,0.557807351486637,0.0279819471308833,0.0577507598784195,16,6.26239292622271,
ranked_0_enzyme_mimicB1-501EN183d,330,1513,0.0278714193607811,9.16969696969697,2,16,0.565076598485689,0.0278714193607811,0.0486322188449848,15,5.74283872156213,
ranked_0_enzyme_mimicB1-501EN389e,326,1603,0.0302595563945257,9.83435582822086,2,18,0.54394197666482,0.0302595563945257,0.0553846153846154,12,5.06924020764512,
ranked_0_enzyme_mimicB1-501EN316e,340,1372,0.0238070449418706,8.07058823529412,4,18,0.561290798782148,0.0238070449418706,0.0530973451327434,24,8.26324830817283,
ranked_0_enzyme_mimicB1-501EN239e,328,1652,0.0308048034608786,10.0731707317073,2,18,0.535394886677168,0.0308048034608786,0.055045871559633,10,4.71908331468636,
ranked_0_enzyme_mimicB1-501EN389a,326,1641,0.0309768758848513,10.0674846625767,2,20,0.540312870528544,0.0309768758848513,0.0615384615384615,11,4.75395941481831,
ranked_0_enzyme_mimicB1-501EN367c,332,1606,0.029228697266407,9.67469879518072,4,16,0.547603442407659,0.029228697266407,0.0483383685800604,12,5.13404069450005,
ranked_0_enzyme_mimicB1-501EN18a,344,1657,0.028086649942369,9.63372093023256,4,18,0.568584889707496,0.028086649942369,0.0524781341107872,15,5.58588717879178,
ranked_0_enzyme_mimicB1-501EN176c,318,1584,0.0314267007916195,9.9622641509434,4,17,0.546405555229084,0.0314267007916195,0.0536277602523659,14,5.08848679642085,
ranked_0_enzyme_mimicB1-501EN18d,344,1684,0.028544308088684,9.7906976744186,2,19,0.550604598634739,0.028544308088684,0.0553935860058309,14,5.28113770425114,
ranked_0_enzyme_mimicB1-501EN178b,333,1567,0.0283476247331669,9.41141141141141,2,19,0.550637506906857,0.0283476247331669,0.0572289156626506,12,5.29411339049893,
ranked_0_enzyme_mimicB1-501EN97e,316,1556,0.0312638135422946,9.84810126582278,2,19,0.546518446196112,0.0312638135422946,0.0603174603174603,13,4.86690777576854,
ranked_0_enzyme_mimicB1-501EN128b,343,1542,0.026290215334254,8.99125364431487,2,17,0.576192123298108,0.026290215334254,0.0497076023391813,22,6.81859410430839,
ranked_0_enzyme_mimicB1-501EN238e,333,1645,0.0297586743369876,9.87987987987988,2,17,0.54735351843195,0.0297586743369876,0.0512048192771084,14,5.24914070697203,
ranked_0_enzyme_mimicB1-501EN398e,335,1693,0.0302618643310394,10.1074626865672,4,19,0.543506779995621,0.0302618643310394,0.0568862275449102,12,4.97536866565377,
ranked_0_enzyme_mimicB1-501EN196b,329,1627,0.030154199718289,9.89057750759879,2,19,0.553796806025626,0.030154199718289,0.0579268292682927,13,5.18915412558381,
ranked_0_enzyme_mimicB1-501EN253a,342,1746,0.02994289242167,10.2105263157895,2,18,0.545006193019609,0.02994289242167,0.0527859237536657,11,5.01483425082746,
ranked_0_enzyme_mimicB1-501EN25b,331,1646,0.0301382404101437,9.94561933534743,2,18,0.53092216315959,0.0301382404101437,0.0545454545454545,11,4.8012633891788,
ranked_0_enzyme_mimicB1-501EN178e,334,1587,0.0285375195554836,9.50299401197605,4,18,0.566406145809105,0.0285375195554836,0.0540540540540541,15,5.84163205121289,
ranked_0_enzyme_mimicB1-501EN173b,332,1543,0.0280821169875878,9.29518072289157,2,17,0.569251953456418,0.0280821169875878,0.0513595166163142,16,6.14818185127216,
ranked_0_enzyme_mimicB1-501EN20d,334,1573,0.0282857708007409,9.41916167664671,4,18,0.564141426359637,0.0282857708007409,0.0540540540540541,17,6.11941882001762,
ranked_0_enzyme_mimicB1-501EN329a,331,1660,0.0303945802435228,10.0302114803625,2,19,0.536777862623878,0.0303945802435228,0.0575757575757576,11,5.05498489425982,
ranked_0_enzyme_mimicB1-501EN315a,328,1488,0.0277466994853435,9.07317073170732,2,18,0.574800508355027,0.0277466994853435,0.055045871559633,20,7.86001715521742,
ranked_0_enzyme_mimicB1-501EN250d,326,1628,0.0307314771118452,9.98773006134969,2,18,0.552032281944768,0.0307314771118452,0.0553846153846154,13,5.07988673902784,
ranked_0_enzyme_mimicB1-501EN390e,331,1651,0.0302297903506363,9.97583081570997,3,18,0.545753702786758,0.0302297903506363,0.0545454545454545,11,4.90683878055479,
ranked_0_enzyme_mimicB1-501EN340b,342,1657,0.0284165937816192,9.69005847953216,2,20,0.546221071705157,0.0284165937816192,0.0586510263929619,11,5.05535833719195,
ranked_0_enzyme_mimicB1-501EN124b,330,1673,0.0308188265635074,10.1393939393939,4,16,0.538831866786412,0.0308188265635074,0.0486322188449848,11,4.85402965828498,
ranked_0_enzyme_mimicB1-501EN214e,339,1671,0.0291668848510237,9.85840707964602,4,18,0.53872705706386,0.0291668848510237,0.0532544378698225,12,5.49906617095181,
ranked_0_enzyme_mimicB1-501EN332d,323,1519,0.0292098532776955,9.40557275541796,2,17,0.553120611657308,0.0292098532776955,0.0527950310559006,16,5.47474184181682,
ranked_0_enzyme_mimicB1-501EN282c,331,1569,0.0287283713265586,9.48036253776435,3,18,0.566788932490016,0.0287283713265586,0.0545454545454545,17,5.834386157649,
ranked_0_enzyme_mimicB1-501EN343d,338,1663,0.0291995153898829,9.84023668639053,2,18,0.555960645592564,0.0291995153898829,0.0534124629080119,14,5.34865590925851,
ranked_0_enzyme_mimicB1-501EN317b,322,1478,0.0285985178305373,9.18012422360249,2,18,0.558538505094953,0.0285985178305373,0.0560747663551402,14,5.9611849615913,
ranked_0_enzyme_mimicB1-501EN241e,327,1451,0.0272227537944879,8.87461773700306,2,17,0.559721250546939,0.0272227537944879,0.0521472392638037,34,8.3671038066828,
ranked_0_enzyme_mimicB1-501EN301b,322,1570,0.0303786691433989,9.75155279503106,3,19,0.553432486194779,0.0303786691433989,0.059190031152648,13,5.17919544900447,
ranked_0_enzyme_mimicB1-501EN262b,336,1637,0.0290867093105899,9.74404761904762,2,19,0.559144424061082,0.0290867093105899,0.0567164179104478,15,5.39808102345416,
ranked_0_enzyme_mimicB1-501EN131c,323,1625,0.0312481972193912,10.061919504644,3,18,0.545147694633217,0.0312481972193912,0.0559006211180124,15,5.19008518739304,
ranked_0_enzyme_mimicB1-501EN68a,323,1570,0.0301905659288887,9.72136222910217,2,17,0.541217043443414,0.0301905659288887,0.0527950310559006,15,5.12624271676634,
ranked_0_enzyme_mimicB1-501EN278b,322,1604,0.031036551150326,9.96273291925466,2,20,0.550000951237418,0.031036551150326,0.0623052959501558,11,4.80669878678818,
ranked_0_enzyme_mimicB1-501EN394a,334,1680,0.030209850569132,10.059880239521,2,18,0.538331938794249,0.030209850569132,0.0540540540540541,12,4.96105087123051,
ranked_0_enzyme_mimicB1-501EN120d,325,1517,0.0288129154795821,9.33538461538462,2,16,0.563163025009179,0.0288129154795821,0.0493827160493827,18,5.83984805318139,
ranked_0_enzyme_mimicB1-501EN297a,324,1645,0.0314375262775676,10.1543209876543,2,20,0.547840787104489,0.0314375262775676,0.0619195046439629,11,4.89850170087528,
ranked_0_enzyme_mimicB1-501EN175e,340,1670,0.0289779628665626,9.82352941176471,2,17,0.532375153201277,0.0289779628665626,0.0501474926253687,14,5.19560992538608,
ranked_0_enzyme_mimicB1-501EN6b,327,1349,0.025309093638018,8.25076452599388,4,15,0.618634050285426,0.025309093638018,0.0460122699386503,31,11.0170353276674,
ranked_0_enzyme_mimicB1-501EN211c,327,1406,0.0263784919607512,8.59938837920489,2,17,0.60031003704776,0.0263784919607512,0.0521472392638037,18,6.78912215530665,
ranked_0_enzyme_mimicB1-501EN283b,330,1626,0.0299530256977065,9.85454545454546,2,17,0.552462769454748,0.0299530256977065,0.0516717325227964,12,5.14904669798287,
ranked_0_enzyme_mimicB1-501EN207a,323,1555,0.029902121031479,9.62848297213622,2,17,0.548424790976239,0.029902121031479,0.0527950310559006,15,5.25602369094091,
ranked_0_enzyme_mimicB1-501EN272c,331,1634,0.0299185205529616,9.87311178247734,2,20,0.541367268906717,0.0299185205529616,0.0606060606060606,12,4.98216607159205,
ranked_0_enzyme_mimicB1-501EN32e,338,1706,0.0299545239056766,10.094674556213,2,16,0.542428150416316,0.0299545239056766,0.0474777448071217,12,5.10938844310221,
ranked_0_enzyme_mimicB1-501EN188c,327,1607,0.0301495281514418,9.82874617737003,2,18,0.542122368147732,0.0301495281514418,0.0552147239263804,11,4.86497439072438,
ranked_0_enzyme_mimicB1-501EN46c,329,1527,0.0283008377196234,9.28267477203647,4,17,0.570978982278821,0.0283008377196234,0.0518292682926829,17,5.72631403365705,
ranked_0_enzyme_mimicB1-501EN119c,329,1608,0.0298020609385425,9.77507598784194,2,17,0.557473143004164,0.0298020609385425,0.0518292682926829,11,5.14938097709245,
ranked_0_enzyme_mimicB1-501EN366e,341,1423,0.0245471795756426,8.34604105571848,2,18,0.56693360642386,0.0245471795756426,0.0529411764705882,17,7.34988787303778,
ranked_0_enzyme_mimicB1-501EN109a,334,1607,0.0288971606336876,9.62275449101796,4,16,0.538054900854302,0.0288971606336876,0.0480480480480481,11,5.12698926471382,
ranked_0_enzyme_mimicB1-501EN244e,335,1638,0.0292787559209938,9.77910447761194,2,18,0.545332863897394,0.0292787559209938,0.0538922155688623,16,5.72984180891948,
ranked_0_enzyme_mimicB1-501EN368c,322,1639,0.0317137826280451,10.1801242236025,2,18,0.542252278432402,0.0317137826280451,0.0560747663551402,10,4.97329773030708,
ranked_0_enzyme_mimicB1-501EN269a,328,1472,0.0274483478779742,8.97560975609756,4,16,0.577611412977266,0.0274483478779742,0.0489296636085627,15,5.85759304840755,
ranked_0_enzyme_mimicB1-501EN130c,330,1656,0.0305056645482177,10.0363636363636,4,16,0.539231458776913,0.0305056645482177,0.0486322188449848,12,4.91430413558073,
ranked_0_enzyme_mimicB1-501EN255c,339,1524,0.0266010368120647,8.99115044247788,2,16,0.54241937184415,0.0266010368120647,0.0473372781065089,15,5.62379780419263,
ranked_0_enzyme_mimicB1-501EN178a,334,1624,0.0292028555501609,9.72455089820359,2,18,0.553277439557819,0.0292028555501609,0.0540540540540541,13,5.11729693765622,
ranked_0_enzyme_mimicB1-501EN376a,324,1589,0.0303673126170546,9.80864197530864,2,19,0.5457492165589,0.0303673126170546,0.0588235294117647,11,5.04598096548561,
ranked_0_enzyme_mimicB1-501EN19c,343,1629,0.0277735154212061,9.49854227405248,4,18,0.562505648755862,0.0277735154212061,0.0526315789473684,15,5.6414335157622,
ranked_0_enzyme_mimicB1-501EN51b,323,1515,0.0291329346383862,9.38080495356037,4,17,0.56886324737809,0.0291329346383862,0.0527950310559006,19,6.4391092821568,
ranked_0_enzyme_mimicB1-501EN138d,330,1602,0.0295109146172976,9.70909090909091,2,19,0.554505682109116,0.0295109146172976,0.0577507598784195,19,5.6764299530257,
ranked_0_enzyme_mimicB1-501EN235a,331,1566,0.0286734413622631,9.46223564954683,2,17,0.547857651007641,0.0286734413622631,0.0515151515151515,18,5.56878147029204,
ranked_0_enzyme_mimicB1-501EN223a,326,1623,0.0306370929683813,9.95705521472393,2,18,0.537085060474631,0.0306370929683813,0.0553846153846154,12,4.89128834355828,
ranked_0_enzyme_mimicB1-501EN393c,335,1679,0.0300116185539369,10.0238805970149,4,18,0.539677571964666,0.0300116185539369,0.0538922155688623,10,4.85643042273662,
ranked_0_enzyme_mimicB1-501EN235b,331,1579,0.0289114712075437,9.54078549848943,2,18,0.559309563725771,0.0289114712075437,0.0545454545454545,20,6.06047789068937,
ranked_0_enzyme_mimicB1-501EN308d,312,1561,0.032174952592959,10.0064102564103,4,19,0.552498340924156,0.032174952592959,0.0610932475884244,10,4.69471926787039,
ranked_0_enzyme_mimicB1-501EN335b,333,1551,0.0280581786605883,9.31531531531532,2,18,0.549912631775377,0.0280581786605883,0.0542168674698795,16,5.50913564166576,
ranked_0_enzyme_mimicB1-501EN215d,324,1593,0.0304437564499484,9.83333333333333,2,20,0.559667494220584,0.0304437564499484,0.0619195046439629,11,5.23489278752437,
ranked_0_enzyme_mimicB1-501EN191d,328,1492,0.0278212873871858,9.09756097560976,2,18,0.576019133703854,0.0278212873871858,0.055045871559633,24,6.7661296337734,
ranked_0_enzyme_mimicB1-501EN358d,315,1481,0.0299464159336771,9.4031746031746,2,18,0.568523187052598,0.0299464159336771,0.0573248407643312,18,5.73086644424224,
ranked_0_enzyme_mimicB1-501EN281b,328,1434,0.0267397628104721,8.74390243902439,4,15,0.590968398133031,0.0267397628104721,0.0458715596330275,15,6.73470948012232,
ranked_0_enzyme_mimicB1-501EN267e,330,1571,0.0289398544717694,9.52121212121212,2,19,0.560654488713171,0.0289398544717694,0.0577507598784195,16,5.77511283043198,
ranked_0_enzyme_mimicB1-501EN344a,342,1700,0.0291540189672617,9.94152046783626,2,17,0.538518831720586,0.0291540189672617,0.0498533724340176,11,5.11364922570356,
ranked_0_enzyme_mimicB1-501EN4c,325,1556,0.0295536562203229,9.57538461538462,3,16,0.556230273999504,0.0295536562203229,0.0493827160493827,17,5.64410256410256,
ranked_0_enzyme_mimicB1-501EN309e,337,1704,0.0300974989402289,10.1127596439169,4,18,0.538886431153842,0.0300974989402289,0.0535714285714286,12,5.0351137487636,
ranked_0_enzyme_mimicB1-501EN12a,321,1481,0.0288356697819315,9.22741433021807,2,15,0.561548973698505,0.0288356697819315,0.046875,15,5.89600856697819,
ranked_0_enzyme_mimicB1-501EN210c,324,1470,0.0280931085884646,9.07407407407407,4,17,0.565746596057054,0.0280931085884646,0.0526315789473684,16,5.5073386079578,
ranked_0_enzyme_mimicB1-501EN182d,338,1557,0.0273383316067635,9.21301775147929,2,17,0.543203549747232,0.0273383316067635,0.0504451038575668,13,5.50629466402121,
ranked_0_enzyme_mimicB1-501EN362e,337,1676,0.0296029390984881,9.94658753709199,2,18,0.543657097348841,0.0296029390984881,0.0535714285714286,15,5.05811078140455,
ranked_0_enzyme_mimicB1-501EN18b,344,1695,0.0287307614075531,9.8546511627907,2,19,0.55558895136731,0.0287307614075531,0.0553935860058309,12,5.04979998643976,
ranked_0_enzyme_mimicB1-501EN393d,335,1616,0.0288855125569756,9.64776119402985,4,17,0.554584269988133,0.0288855125569756,0.0508982035928144,19,6.46284743944946,
ranked_0_enzyme_mimicB1-501EN19a,343,1620,0.0276200705846248,9.44606413994169,4,17,0.558758928622588,0.0276200705846248,0.0497076023391813,16,6.04233372547014,
ranked_0_enzyme_mimicB1-501EN238a,333,1552,0.0280762690401245,9.32132132132132,2,20,0.562616823839734,0.0280762690401245,0.0602409638554217,22,6.51499692463548,
